URL,Locale,Locale Name,Original Title,Optimized Title,HTML Lang,Status,Error
https://www.aiseoturbo.com/fr/features/competitor-analysis,fr,Français,"Competitor Analysis - SEO Intelligence | AI SEO Turbo","Competitor Analysis - SEO Intelligence & Insights - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/features/competitor-analysis,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/features/competitor-analysis,es,Español,"Competitor Analysis - SEO Intelligence | AI SEO Turbo","Competitor Analysis - SEO Intelligence & Insights - España | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/it/features/competitor-analysis,it,Italiano,"Competitor Analysis - SEO Intelligence | AI SEO Turbo","Competitor Analysis - SEO Intelligence & Insights - Italia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/id/features/competitor-analysis,id,Bahasa Indonesia,"Competitor Analysis - SEO Intelligence | AI SEO Turbo","Competitor Analysis - SEO Intelligence & Insights - Indonesia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/features/ai-assistant,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/features/ai-assistant,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/features/ai-assistant,es,Español,"AI SEO Assistant - Smart Recommendations | AI SEO Turbo","AI SEO Assistant - Smart Recommendations - España | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/it/features/ai-assistant,it,Italiano,"AI SEO Assistant - Smart Recommendations | AI SEO Turbo","AI SEO Assistant - Smart Recommendations - Italia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/id/features/ai-assistant,id,Bahasa Indonesia,"AI SEO Assistant - Smart Recommendations | AI SEO Turbo","AI SEO Assistant - Smart Recommendations - Indonesia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/about,fr,Français,"About AI SEO Turbo - Expert SEO Team & AI Innovation","About AI SEO Turbo - Expert SEO Team & AI Innovation - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/about,de,Deutsch,"About AI SEO Turbo - Expert SEO Team & AI Innovation","About AI SEO Turbo - Expert SEO Team & AI Innovation - Deutschland | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/es/about,es,Español,"About AI SEO Turbo - Expert SEO Team & AI Innovation","About AI SEO Turbo - Expert SEO Team & AI Innovation - España | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/it/about,it,Italiano,"About AI SEO Turbo - Expert SEO Team & AI Innovation","About AI SEO Turbo - Expert SEO Team & AI Innovation - Italia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/id/about,id,Bahasa Indonesia,"About AI SEO Turbo - Expert SEO Team & AI Innovation","About AI SEO Turbo - Expert SEO Team & AI Innovation - Indonesia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/contact,fr,Français,"Contact AI SEO Turbo - Expert SEO Support & Consultation","Contact AI SEO Turbo - Expert SEO Support & Consultation - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/contact,de,Deutsch,"Contact AI SEO Turbo - Expert SEO Support & Consultation","Contact AI SEO Turbo - Expert SEO Support & Consultation - Deutschland | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/es/contact,es,Español,"Contact AI SEO Turbo - Expert SEO Support & Consultation","Contact AI SEO Turbo - Expert SEO Support & Consultation - España | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/it/contact,it,Italiano,"Contact AI SEO Turbo - Expert SEO Support & Consultation","Contact AI SEO Turbo - Expert SEO Support & Consultation - Italia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/id/contact,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/blog,fr,Français,"SEO Blog - Tips & Strategies | AI SEO Turbo","SEO Blog - Latest SEO Tips & Strategies - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/blog,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/blog,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/blog,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/blog,id,Bahasa Indonesia,"SEO Blog - Tips & Strategies | AI SEO Turbo","SEO Blog - Latest SEO Tips & Strategies - Indonesia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/blog/ai-powered-seo-future,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/ai-powered-seo-future,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/blog/ai-powered-seo-future,es,Español,"AI-Powered SEO: The Future is Here | AI SEO Turbo Blog","AI-Powered SEO: The Future is Here - España | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/it/blog/ai-powered-seo-future,it,Italiano,"AI-Powered SEO: The Future is Here | AI SEO Turbo Blog","AI-Powered SEO: The Future is Here - Italia | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/id/blog/ai-powered-seo-future,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/blog/complete-seo-audit-checklist-2025,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/complete-seo-audit-checklist-2025,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/blog/complete-seo-audit-checklist-2025,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/blog/complete-seo-audit-checklist-2025,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/blog/complete-seo-audit-checklist-2025,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/blog/content-seo-creating-search-friendly-content,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/content-seo-creating-search-friendly-content,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/blog/content-seo-creating-search-friendly-content,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/blog/content-seo-creating-search-friendly-content,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/blog/content-seo-creating-search-friendly-content,id,Bahasa Indonesia,"Content SEO: Search-Friendly Content | AI SEO Turbo Blog","Content SEO: Creating Search-Friendly Content - Indonesia | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/fr/blog/core-web-vitals-optimization-guide,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/core-web-vitals-optimization-guide,de,Deutsch,"Core Web Vitals Optimization Guide - Improve Page Experience | AI SEO Turbo Blog","Core Web Vitals Optimization Guide - Improve Page Experience - Deutschland | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/es/blog/core-web-vitals-optimization-guide,es,Español,"ERROR","ERROR",,ERROR,"""net::ERR_ABORTED at https://www.aiseoturbo.com/es/blog/core-web-vitals-optimization-guide"""
https://www.aiseoturbo.com/it/blog/core-web-vitals-optimization-guide,it,Italiano,"ERROR","ERROR",,ERROR,"""net::ERR_ABORTED at https://www.aiseoturbo.com/it/blog/core-web-vitals-optimization-guide"""
https://www.aiseoturbo.com/id/blog/core-web-vitals-optimization-guide,id,Bahasa Indonesia,"Core Web Vitals Optimization Guide - Improve Page Experience | AI SEO Turbo Blog","Core Web Vitals Optimization Guide - Improve Page Experience - Indonesia | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/fr/blog/local-seo-strategies-that-work,fr,Français,"Local SEO Strategies That Work | AI SEO Turbo Blog","Local SEO Strategies That Work - France | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/de/blog/local-seo-strategies-that-work,de,Deutsch,"Local SEO Strategies That Work | AI SEO Turbo Blog","Local SEO Strategies That Work - Deutschland | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/es/blog/local-seo-strategies-that-work,es,Español,"Local SEO Strategies That Work | AI SEO Turbo Blog","Local SEO Strategies That Work - España | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/it/blog/local-seo-strategies-that-work,it,Italiano,"ERROR","ERROR",,ERROR,"""net::ERR_ABORTED at https://www.aiseoturbo.com/it/blog/local-seo-strategies-that-work"""
https://www.aiseoturbo.com/id/blog/local-seo-strategies-that-work,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/blog/technical-seo-best-practices-2025,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/technical-seo-best-practices-2025,de,Deutsch,"Technical SEO Best Practices 2025 | AI SEO Turbo Blog","Technical SEO Best Practices 2025 - Deutschland | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/es/blog/technical-seo-best-practices-2025,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/blog/technical-seo-best-practices-2025,it,Italiano,"Technical SEO Best Practices 2025 | AI SEO Turbo Blog","Technical SEO Best Practices 2025 - Italia | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/id/blog/technical-seo-best-practices-2025,id,Bahasa Indonesia,"Technical SEO Best Practices 2025 | AI SEO Turbo Blog","Technical SEO Best Practices 2025 - Indonesia | AI SEO Turbo Blog",en,OK,
https://www.aiseoturbo.com/fr/case-studies,fr,Français,"SEO Case Studies - Real Results & Success Stories","SEO Case Studies - Real Results & Success Stories - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/case-studies,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/case-studies,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/case-studies,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/case-studies,id,Bahasa Indonesia,"SEO Case Studies - Real Results & Success Stories","SEO Case Studies - Real Results & Success Stories - Indonesia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/case-studies/cloudsync-pro,fr,Français,"CloudSync Pro Case Study - 312% Organic Traffic Increase","CloudSync Pro - France Case Study - 312% Organic Traffic Increase",en,OK,
https://www.aiseoturbo.com/de/case-studies/cloudsync-pro,de,Deutsch,"CloudSync Pro Case Study - 312% Organic Traffic Increase","CloudSync Pro - Deutschland Case Study - 312% Organic Traffic Increase",en,OK,
https://www.aiseoturbo.com/es/case-studies/cloudsync-pro,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/case-studies/cloudsync-pro,it,Italiano,"CloudSync Pro Case Study - 312% Organic Traffic Increase","CloudSync Pro - Italia Case Study - 312% Organic Traffic Increase",en,OK,
https://www.aiseoturbo.com/id/case-studies/cloudsync-pro,id,Bahasa Indonesia,"CloudSync Pro Case Study - 312% Organic Traffic Increase","CloudSync Pro - Indonesia Case Study - 312% Organic Traffic Increase",en,OK,
https://www.aiseoturbo.com/fr/case-studies/digital-growth-agency,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/case-studies/digital-growth-agency,de,Deutsch,"Digital Growth Agency Case Study - 245% Client Acquisition","Digital Growth Agency - Deutschland Case Study - 245% Client Acquisition",en,OK,
https://www.aiseoturbo.com/es/case-studies/digital-growth-agency,es,Español,"Digital Growth Agency Case Study - 245% Client Acquisition","Digital Growth Agency - España Case Study - 245% Client Acquisition",en,OK,
https://www.aiseoturbo.com/it/case-studies/digital-growth-agency,it,Italiano,"Digital Growth Agency Case Study - 245% Client Acquisition","Digital Growth Agency - Italia Case Study - 245% Client Acquisition",en,OK,
https://www.aiseoturbo.com/id/case-studies/digital-growth-agency,id,Bahasa Indonesia,"Digital Growth Agency Case Study - 245% Client Acquisition","Digital Growth Agency - Indonesia Case Study - 245% Client Acquisition",en,OK,
https://www.aiseoturbo.com/fr/case-studies/gearhub-pro,fr,Français,"GearHub Pro Case Study - #1 Rankings in 4 Months","GearHub Pro - France Case Study - #1 Rankings in 4 Months",en,OK,
https://www.aiseoturbo.com/de/case-studies/gearhub-pro,de,Deutsch,"GearHub Pro Case Study - #1 Rankings in 4 Months","GearHub Pro - Deutschland Case Study - #1 Rankings in 4 Months",en,OK,
https://www.aiseoturbo.com/es/case-studies/gearhub-pro,es,Español,"GearHub Pro Case Study - #1 Rankings in 4 Months","GearHub Pro - España Case Study - #1 Rankings in 4 Months",en,OK,
https://www.aiseoturbo.com/it/case-studies/gearhub-pro,it,Italiano,"GearHub Pro Case Study - #1 Rankings in 4 Months","GearHub Pro - Italia Case Study - #1 Rankings in 4 Months",en,OK,
https://www.aiseoturbo.com/id/case-studies/gearhub-pro,id,Bahasa Indonesia,"GearHub Pro Case Study - #1 Rankings in 4 Months","GearHub Pro - Indonesia Case Study - #1 Rankings in 4 Months",en,OK,
https://www.aiseoturbo.com/fr/case-studies/peak-performance,fr,Français,"Peak Performance Case Study - 189% Revenue Growth","Peak Performance - France Case Study - 189% Revenue Growth",en,OK,
https://www.aiseoturbo.com/de/case-studies/peak-performance,de,Deutsch,"Peak Performance Case Study - 189% Revenue Growth","Peak Performance - Deutschland Case Study - 189% Revenue Growth",en,OK,
https://www.aiseoturbo.com/es/case-studies/peak-performance,es,Español,"Peak Performance Case Study - 189% Revenue Growth","Peak Performance - España Case Study - 189% Revenue Growth",en,OK,
https://www.aiseoturbo.com/it/case-studies/peak-performance,it,Italiano,"Peak Performance Case Study - 189% Revenue Growth","Peak Performance - Italia Case Study - 189% Revenue Growth",en,OK,
https://www.aiseoturbo.com/id/case-studies/peak-performance,id,Bahasa Indonesia,"Peak Performance Case Study - 189% Revenue Growth","Peak Performance - Indonesia Case Study - 189% Revenue Growth",en,OK,
https://www.aiseoturbo.com/fr/case-studies/stylecraft-boutique,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/case-studies/stylecraft-boutique,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/case-studies/stylecraft-boutique,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/case-studies/stylecraft-boutique,it,Italiano,"StyleCraft Boutique Case Study - 427% Organic Traffic","StyleCraft Boutique - Italia Case Study - 427% Organic Traffic",en,OK,
https://www.aiseoturbo.com/id/case-studies/stylecraft-boutique,id,Bahasa Indonesia,"StyleCraft Boutique Case Study - 427% Organic Traffic","StyleCraft Boutique - Indonesia Case Study - 427% Organic Traffic",en,OK,
https://www.aiseoturbo.com/fr/case-studies/techflow-solutions,fr,Français,"TechFlow Solutions Case Study - Enterprise SEO Success","TechFlow Solutions - France Case Study - Enterprise SEO Success",en,OK,
https://www.aiseoturbo.com/de/case-studies/techflow-solutions,de,Deutsch,"TechFlow Solutions Case Study - Enterprise SEO Success","TechFlow Solutions - Deutschland Case Study - Enterprise SEO Success",en,OK,
https://www.aiseoturbo.com/es/case-studies/techflow-solutions,es,Español,"TechFlow Solutions Case Study - Enterprise SEO Success","TechFlow Solutions - España Case Study - Enterprise SEO Success",en,OK,
https://www.aiseoturbo.com/it/case-studies/techflow-solutions,it,Italiano,"TechFlow Solutions Case Study - Enterprise SEO Success","TechFlow Solutions - Italia Case Study - Enterprise SEO Success",en,OK,
https://www.aiseoturbo.com/id/case-studies/techflow-solutions,id,Bahasa Indonesia,"TechFlow Solutions Case Study - Enterprise SEO Success","TechFlow Solutions - Indonesia Case Study - Enterprise SEO Success",en,OK,
https://www.aiseoturbo.com/fr/help,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/help,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/help,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/help,it,Italiano,"Help Center - SEO Support & Guides | AI SEO Turbo","Help Center - SEO Support & Guides - Italia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/id/help,id,Bahasa Indonesia,"Help Center - SEO Support & Guides | AI SEO Turbo","Help Center - SEO Support & Guides - Indonesia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/help/getting-started,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/help/getting-started,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/help/getting-started,es,Español,"Help Center - SEO Support & Guides | AI SEO Turbo","Getting Started - AI SEO Turbo Setup Guide - España | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/it/help/getting-started,it,Italiano,"Help Center - SEO Support & Guides | AI SEO Turbo","Getting Started - AI SEO Turbo Setup Guide - Italia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/id/help/getting-started,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/help/getting-started/quick-start,fr,Français,"Quick Start Guide - AISEOTurbo Setup in 10 Minutes","Quick Start Guide - AISEOTurbo Setup in 10 Minutes - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/help/getting-started/quick-start,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/help/getting-started/quick-start,es,Español,"Quick Start Guide - AISEOTurbo Setup in 10 Minutes","Quick Start Guide - AISEOTurbo Setup in 10 Minutes - España | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/it/help/getting-started/quick-start,it,Italiano,"Quick Start Guide - AISEOTurbo Setup in 10 Minutes","Quick Start Guide - AISEOTurbo Setup in 10 Minutes - Italia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/id/help/getting-started/quick-start,id,Bahasa Indonesia,"Quick Start Guide - AISEOTurbo Setup in 10 Minutes","Quick Start Guide - AISEOTurbo Setup in 10 Minutes - Indonesia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/en/help/getting-started/first-audit,en,English,"help.first-audit.meta.title","Complete SEO Audit Guide - Step-by-Step Tutorial | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/help/getting-started/first-audit,fr,Français,"help.first-audit.meta.title","First SEO Audit - Complete Step-by-Step Guide - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/help/getting-started/first-audit,de,Deutsch,"help.first-audit.meta.title","First SEO Audit - Complete Step-by-Step Guide - Deutschland | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/es/help/getting-started/first-audit,es,Español,"help.first-audit.meta.title","First SEO Audit - Complete Step-by-Step Guide - España | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/it/help/getting-started/first-audit,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/help/getting-started/first-audit,id,Bahasa Indonesia,"help.first-audit.meta.title","First SEO Audit - Complete Step-by-Step Guide - Indonesia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/en/help/getting-started/seo-scores,en,English,"help.seo-scores.meta.title","Understanding SEO Scores - Complete Performance Guide | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/help/getting-started/seo-scores,fr,Français,"help.seo-scores.meta.title","Understanding SEO Scores - Performance Metrics Guide - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/help/getting-started/seo-scores,de,Deutsch,"help.seo-scores.meta.title","Understanding SEO Scores - Performance Metrics Guide - Deutschland | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/es/help/getting-started/seo-scores,es,Español,"help.seo-scores.meta.title","Understanding SEO Scores - Performance Metrics Guide - España | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/it/help/getting-started/seo-scores,it,Italiano,"help.seo-scores.meta.title","Understanding SEO Scores - Performance Metrics Guide - Italia | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/id/help/getting-started/seo-scores,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/help/seo-tools-features,fr,Français,"SEO Tools Features - Complete Guide | AI SEO Turbo","SEO Tools Features - Complete Guide - France | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/de/help/seo-tools-features,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/help/seo-tools-features,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
