URL,Locale,Locale Name,Original Title,Optimized Title,HTML Lang,Status,Error
https://www.aiseoturbo.com/fr/features/competitor-analysis,fr,Français,"Competitor Analysis - SEO Intelligence | AI SEO Turbo","Analyse Concurrentielle - Intelligence SEO | AI SEO Turbo - France",en,OK,
https://www.aiseoturbo.com/de/features/competitor-analysis,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/features/competitor-analysis,es,Español,"Competitor Analysis - SEO Intelligence | AI SEO Turbo","Análisis de Competidores - Inteligencia SEO | AI SEO Turbo - España",en,OK,
https://www.aiseoturbo.com/it/features/competitor-analysis,it,Italiano,"Competitor Analysis - SEO Intelligence | AI SEO Turbo","Analisi Competitor - Intelligence SEO | AI SEO Turbo - Italia",en,OK,
https://www.aiseoturbo.com/id/features/competitor-analysis,id,Bahasa Indonesia,"Competitor Analysis - SEO Intelligence | AI SEO Turbo","Analisis Kompetitor - Intelijen SEO | AI SEO Turbo - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/features/ai-assistant,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/features/ai-assistant,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/features/ai-assistant,es,Español,"AI SEO Assistant - Smart Recommendations | AI SEO Turbo","Asistente SEO IA - Recomendaciones Inteligentes | AI SEO Turbo - España",en,OK,
https://www.aiseoturbo.com/it/features/ai-assistant,it,Italiano,"AI SEO Assistant - Smart Recommendations | AI SEO Turbo","Assistente SEO IA - Raccomandazioni Intelligenti | AI SEO Turbo - Italia",en,OK,
https://www.aiseoturbo.com/id/features/ai-assistant,id,Bahasa Indonesia,"AI SEO Assistant - Smart Recommendations | AI SEO Turbo","Asisten SEO AI - Rekomendasi Pintar | AI SEO Turbo - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/about,fr,Français,"About AI SEO Turbo - Expert SEO Team & AI Innovation","À Propos d'AI SEO Turbo - Équipe SEO Experte | AI SEO Turbo - France",en,OK,
https://www.aiseoturbo.com/de/about,de,Deutsch,"About AI SEO Turbo - Expert SEO Team & AI Innovation","Über AI SEO Turbo - Experten SEO Team | AI SEO Turbo - Deutschland",en,OK,
https://www.aiseoturbo.com/es/about,es,Español,"About AI SEO Turbo - Expert SEO Team & AI Innovation","Acerca de AI SEO Turbo - Equipo SEO Experto | AI SEO Turbo - España",en,OK,
https://www.aiseoturbo.com/it/about,it,Italiano,"About AI SEO Turbo - Expert SEO Team & AI Innovation","Chi Siamo AI SEO Turbo - Team SEO Esperto | AI SEO Turbo - Italia",en,OK,
https://www.aiseoturbo.com/id/about,id,Bahasa Indonesia,"About AI SEO Turbo - Expert SEO Team & AI Innovation","Tentang AI SEO Turbo - Tim SEO Ahli | AI SEO Turbo - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/contact,fr,Français,"Contact AI SEO Turbo - Expert SEO Support & Consultation","Contact AI SEO Turbo - Support SEO Expert | AI SEO Turbo - France",en,OK,
https://www.aiseoturbo.com/de/contact,de,Deutsch,"Contact AI SEO Turbo - Expert SEO Support & Consultation","Kontakt AI SEO Turbo - SEO Experten Support | AI SEO Turbo - Deutschland",en,OK,
https://www.aiseoturbo.com/es/contact,es,Español,"Contact AI SEO Turbo - Expert SEO Support & Consultation","Contacto AI SEO Turbo - Soporte SEO Experto | AI SEO Turbo - España",en,OK,
https://www.aiseoturbo.com/it/contact,it,Italiano,"Contact AI SEO Turbo - Expert SEO Support & Consultation","Contatto AI SEO Turbo - Supporto SEO Esperto | AI SEO Turbo - Italia",en,OK,
https://www.aiseoturbo.com/id/contact,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/blog,fr,Français,"SEO Blog - Tips & Strategies | AI SEO Turbo","Blog SEO - Conseils & Stratégies SEO | AI SEO Turbo - France",en,OK,
https://www.aiseoturbo.com/de/blog,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/blog,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/blog,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/blog,id,Bahasa Indonesia,"SEO Blog - Tips & Strategies | AI SEO Turbo","Blog SEO - Tips & Strategi SEO Terbaru | AI SEO Turbo - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/blog/ai-powered-seo-future,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/ai-powered-seo-future,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/blog/ai-powered-seo-future,es,Español,"AI-Powered SEO: The Future is Here | AI SEO Turbo Blog","SEO Impulsado por IA: El Futuro está Aquí | AI SEO Turbo Blog - España",en,OK,
https://www.aiseoturbo.com/it/blog/ai-powered-seo-future,it,Italiano,"AI-Powered SEO: The Future is Here | AI SEO Turbo Blog","SEO Potenziato dall'IA: Il Futuro è Qui | AI SEO Turbo Blog - Italia",en,OK,
https://www.aiseoturbo.com/id/blog/ai-powered-seo-future,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/blog/complete-seo-audit-checklist-2025,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/complete-seo-audit-checklist-2025,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/blog/complete-seo-audit-checklist-2025,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/blog/complete-seo-audit-checklist-2025,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/blog/complete-seo-audit-checklist-2025,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/blog/content-seo-creating-search-friendly-content,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/content-seo-creating-search-friendly-content,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/blog/content-seo-creating-search-friendly-content,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/blog/content-seo-creating-search-friendly-content,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/blog/content-seo-creating-search-friendly-content,id,Bahasa Indonesia,"Content SEO: Search-Friendly Content | AI SEO Turbo Blog","SEO Konten: Membuat Konten Ramah Pencarian | AI SEO Turbo Blog - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/blog/core-web-vitals-optimization-guide,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/core-web-vitals-optimization-guide,de,Deutsch,"Core Web Vitals Optimization Guide - Improve Page Experience | AI SEO Turbo Blog","Core Web Vitals Optimierung Guide - Seiten-Erlebnis verbessern | AI SEO Turbo Blog - Deutschland",en,OK,
https://www.aiseoturbo.com/es/blog/core-web-vitals-optimization-guide,es,Español,"ERROR","ERROR",,ERROR,"""net::ERR_ABORTED at https://www.aiseoturbo.com/es/blog/core-web-vitals-optimization-guide"""
https://www.aiseoturbo.com/it/blog/core-web-vitals-optimization-guide,it,Italiano,"ERROR","ERROR",,ERROR,"""net::ERR_ABORTED at https://www.aiseoturbo.com/it/blog/core-web-vitals-optimization-guide"""
https://www.aiseoturbo.com/id/blog/core-web-vitals-optimization-guide,id,Bahasa Indonesia,"Core Web Vitals Optimization Guide - Improve Page Experience | AI SEO Turbo Blog","Panduan Optimasi Core Web Vitals - Tingkatkan Pengalaman | AI SEO Turbo Blog - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/blog/local-seo-strategies-that-work,fr,Français,"Local SEO Strategies That Work | AI SEO Turbo Blog","Stratégies SEO Locales Qui Fonctionnent | AI SEO Turbo Blog - France",en,OK,
https://www.aiseoturbo.com/de/blog/local-seo-strategies-that-work,de,Deutsch,"Local SEO Strategies That Work | AI SEO Turbo Blog","Lokale SEO Strategien die funktionieren | AI SEO Turbo Blog - Deutschland",en,OK,
https://www.aiseoturbo.com/es/blog/local-seo-strategies-that-work,es,Español,"Local SEO Strategies That Work | AI SEO Turbo Blog","Estrategias SEO Locales que Funcionan | AI SEO Turbo Blog - España",en,OK,
https://www.aiseoturbo.com/it/blog/local-seo-strategies-that-work,it,Italiano,"ERROR","ERROR",,ERROR,"""net::ERR_ABORTED at https://www.aiseoturbo.com/it/blog/local-seo-strategies-that-work"""
https://www.aiseoturbo.com/id/blog/local-seo-strategies-that-work,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/blog/technical-seo-best-practices-2025,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/blog/technical-seo-best-practices-2025,de,Deutsch,"Technical SEO Best Practices 2025 | AI SEO Turbo Blog","Technische SEO Best Practices 2025 | AI SEO Turbo Blog - Deutschland",en,OK,
https://www.aiseoturbo.com/es/blog/technical-seo-best-practices-2025,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/blog/technical-seo-best-practices-2025,it,Italiano,"Technical SEO Best Practices 2025 | AI SEO Turbo Blog","Migliori Pratiche SEO Tecnico 2025 | AI SEO Turbo Blog - Italia",en,OK,
https://www.aiseoturbo.com/id/blog/technical-seo-best-practices-2025,id,Bahasa Indonesia,"Technical SEO Best Practices 2025 | AI SEO Turbo Blog","Praktik Terbaik SEO Teknis 2025 | AI SEO Turbo Blog - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/case-studies,fr,Français,"SEO Case Studies - Real Results & Success Stories","Études de Cas SEO - Résultats Réels | AI SEO Turbo - France",en,OK,
https://www.aiseoturbo.com/de/case-studies,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/case-studies,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/case-studies,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/case-studies,id,Bahasa Indonesia,"SEO Case Studies - Real Results & Success Stories","Studi Kasus SEO - Hasil Nyata | AI SEO Turbo - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/case-studies/cloudsync-pro,fr,Français,"CloudSync Pro Case Study - 312% Organic Traffic Increase","Étude de Cas CloudSync Pro - 312% de Trafic Organique",en,OK,
https://www.aiseoturbo.com/de/case-studies/cloudsync-pro,de,Deutsch,"CloudSync Pro Case Study - 312% Organic Traffic Increase","CloudSync Pro Fallstudie - 312% organischer Traffic",en,OK,
https://www.aiseoturbo.com/es/case-studies/cloudsync-pro,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/case-studies/cloudsync-pro,it,Italiano,"CloudSync Pro Case Study - 312% Organic Traffic Increase","Caso Studio CloudSync Pro - 312% Traffico Organico",en,OK,
https://www.aiseoturbo.com/id/case-studies/cloudsync-pro,id,Bahasa Indonesia,"CloudSync Pro Case Study - 312% Organic Traffic Increase","Studi Kasus CloudSync Pro - Peningkatan Traffic Organik 312%",en,OK,
https://www.aiseoturbo.com/fr/case-studies/digital-growth-agency,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/case-studies/digital-growth-agency,de,Deutsch,"Digital Growth Agency Case Study - 245% Client Acquisition","Digital Growth Agency Fallstudie - 245% Kundenakquise",en,OK,
https://www.aiseoturbo.com/es/case-studies/digital-growth-agency,es,Español,"Digital Growth Agency Case Study - 245% Client Acquisition","Caso de Estudio Agencia Crecimiento Digital - 245% Adquisición Clientes",en,OK,
https://www.aiseoturbo.com/it/case-studies/digital-growth-agency,it,Italiano,"Digital Growth Agency Case Study - 245% Client Acquisition","Caso Studio Agenzia Crescita Digitale - 245% Acquisizione Clienti",en,OK,
https://www.aiseoturbo.com/id/case-studies/digital-growth-agency,id,Bahasa Indonesia,"Digital Growth Agency Case Study - 245% Client Acquisition","Studi Kasus Digital Growth Agency - Akuisisi Klien 245%",en,OK,
https://www.aiseoturbo.com/fr/case-studies/gearhub-pro,fr,Français,"GearHub Pro Case Study - #1 Rankings in 4 Months","Étude de Cas GearHub Pro - #1 en 4 Mois",en,OK,
https://www.aiseoturbo.com/de/case-studies/gearhub-pro,de,Deutsch,"GearHub Pro Case Study - #1 Rankings in 4 Months","GearHub Pro Fallstudie - #1 Rankings in 4 Monaten",en,OK,
https://www.aiseoturbo.com/es/case-studies/gearhub-pro,es,Español,"GearHub Pro Case Study - #1 Rankings in 4 Months","Caso de Estudio GearHub Pro - #1 Rankings en 4 Meses",en,OK,
https://www.aiseoturbo.com/it/case-studies/gearhub-pro,it,Italiano,"GearHub Pro Case Study - #1 Rankings in 4 Months","Caso Studio GearHub Pro - #1 Ranking in 4 Mesi",en,OK,
https://www.aiseoturbo.com/id/case-studies/gearhub-pro,id,Bahasa Indonesia,"GearHub Pro Case Study - #1 Rankings in 4 Months","Studi Kasus GearHub Pro - Ranking #1 dalam 4 Bulan",en,OK,
https://www.aiseoturbo.com/fr/case-studies/peak-performance,fr,Français,"Peak Performance Case Study - 189% Revenue Growth","Étude de Cas Peak Performance - 189% Croissance Revenus",en,OK,
https://www.aiseoturbo.com/de/case-studies/peak-performance,de,Deutsch,"Peak Performance Case Study - 189% Revenue Growth","Peak Performance Fallstudie - 189% Umsatzwachstum",en,OK,
https://www.aiseoturbo.com/es/case-studies/peak-performance,es,Español,"Peak Performance Case Study - 189% Revenue Growth","Caso de Estudio Peak Performance - 189% Crecimiento Ingresos",en,OK,
https://www.aiseoturbo.com/it/case-studies/peak-performance,it,Italiano,"Peak Performance Case Study - 189% Revenue Growth","Caso Studio Peak Performance - 189% Crescita Ricavi",en,OK,
https://www.aiseoturbo.com/id/case-studies/peak-performance,id,Bahasa Indonesia,"Peak Performance Case Study - 189% Revenue Growth","Studi Kasus Peak Performance - Pertumbuhan Pendapatan 189%",en,OK,
https://www.aiseoturbo.com/fr/case-studies/stylecraft-boutique,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/case-studies/stylecraft-boutique,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/case-studies/stylecraft-boutique,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/case-studies/stylecraft-boutique,it,Italiano,"StyleCraft Boutique Case Study - 427% Organic Traffic","Caso Studio StyleCraft Boutique - 427% Traffico Organico",en,OK,
https://www.aiseoturbo.com/id/case-studies/stylecraft-boutique,id,Bahasa Indonesia,"StyleCraft Boutique Case Study - 427% Organic Traffic","Studi Kasus StyleCraft Boutique - Traffic Organik 427%",en,OK,
https://www.aiseoturbo.com/fr/case-studies/techflow-solutions,fr,Français,"TechFlow Solutions Case Study - Enterprise SEO Success","Étude de Cas TechFlow Solutions - Succès SEO Entreprise",en,OK,
https://www.aiseoturbo.com/de/case-studies/techflow-solutions,de,Deutsch,"TechFlow Solutions Case Study - Enterprise SEO Success","TechFlow Solutions Fallstudie - Enterprise SEO Erfolg",en,OK,
https://www.aiseoturbo.com/es/case-studies/techflow-solutions,es,Español,"TechFlow Solutions Case Study - Enterprise SEO Success","Caso de Estudio TechFlow Solutions - Éxito SEO Empresarial",en,OK,
https://www.aiseoturbo.com/it/case-studies/techflow-solutions,it,Italiano,"TechFlow Solutions Case Study - Enterprise SEO Success","Caso Studio TechFlow Solutions - Successo SEO Enterprise",en,OK,
https://www.aiseoturbo.com/id/case-studies/techflow-solutions,id,Bahasa Indonesia,"TechFlow Solutions Case Study - Enterprise SEO Success","Studi Kasus TechFlow Solutions - Kesuksesan SEO Enterprise",en,OK,
https://www.aiseoturbo.com/fr/help,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/help,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/help,es,Español,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/it/help,it,Italiano,"Help Center - SEO Support & Guides | AI SEO Turbo","Centro Assistenza - Supporto SEO & Guide | AI SEO Turbo - Italia",en,OK,
https://www.aiseoturbo.com/id/help,id,Bahasa Indonesia,"Help Center - SEO Support & Guides | AI SEO Turbo","Pusat Bantuan - Dukungan SEO & Panduan | AI SEO Turbo - Indonesia",en,OK,
https://www.aiseoturbo.com/fr/help/getting-started,fr,Français,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/de/help/getting-started,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/help/getting-started,es,Español,"Help Center - SEO Support & Guides | AI SEO Turbo","Primeros Pasos - Guía de Configuración AI SEO Turbo - España",en,OK,
https://www.aiseoturbo.com/it/help/getting-started,it,Italiano,"Help Center - SEO Support & Guides | AI SEO Turbo","Primi Passi - Guida Setup AI SEO Turbo - Italia",en,OK,
https://www.aiseoturbo.com/id/help/getting-started,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/help/getting-started/quick-start,fr,Français,"Quick Start Guide - AISEOTurbo Setup in 10 Minutes","Guide Démarrage Rapide - Configuration en 10 Minutes - France",en,OK,
https://www.aiseoturbo.com/de/help/getting-started/quick-start,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/es/help/getting-started/quick-start,es,Español,"Quick Start Guide - AISEOTurbo Setup in 10 Minutes","Guía Inicio Rápido - Configuración en 10 Minutos - España",en,OK,
https://www.aiseoturbo.com/it/help/getting-started/quick-start,it,Italiano,"Quick Start Guide - AISEOTurbo Setup in 10 Minutes","Guida Avvio Rapido - Setup in 10 Minuti - Italia",en,OK,
https://www.aiseoturbo.com/id/help/getting-started/quick-start,id,Bahasa Indonesia,"Quick Start Guide - AISEOTurbo Setup in 10 Minutes","Panduan Mulai Cepat - Setup dalam 10 Menit - Indonesia",en,OK,
https://www.aiseoturbo.com/en/help/getting-started/first-audit,en,English,"help.first-audit.meta.title","Complete SEO Audit Guide - Step-by-Step Tutorial | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/help/getting-started/first-audit,fr,Français,"help.first-audit.meta.title","Premier Audit SEO - Guide Étape par Étape - France",en,OK,
https://www.aiseoturbo.com/de/help/getting-started/first-audit,de,Deutsch,"help.first-audit.meta.title","Erste SEO Audit - Vollständige Schritt-für-Schritt Anleitung - Deutschland",en,OK,
https://www.aiseoturbo.com/es/help/getting-started/first-audit,es,Español,"help.first-audit.meta.title","Primera Auditoría SEO - Guía Paso a Paso Completa - España",en,OK,
https://www.aiseoturbo.com/it/help/getting-started/first-audit,it,Italiano,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/id/help/getting-started/first-audit,id,Bahasa Indonesia,"help.first-audit.meta.title","Audit SEO Pertama - Panduan Lengkap Langkah-demi-Langkah - Indonesia",en,OK,
https://www.aiseoturbo.com/en/help/getting-started/seo-scores,en,English,"help.seo-scores.meta.title","Understanding SEO Scores - Complete Performance Guide | AI SEO Turbo",en,OK,
https://www.aiseoturbo.com/fr/help/getting-started/seo-scores,fr,Français,"help.seo-scores.meta.title","Comprendre les Scores SEO - Guide Métriques Performance - France",en,OK,
https://www.aiseoturbo.com/de/help/getting-started/seo-scores,de,Deutsch,"help.seo-scores.meta.title","SEO Scores verstehen - Performance Metriken Leitfaden - Deutschland",en,OK,
https://www.aiseoturbo.com/es/help/getting-started/seo-scores,es,Español,"help.seo-scores.meta.title","Entender Puntuaciones SEO - Guía Métricas Rendimiento - España",en,OK,
https://www.aiseoturbo.com/it/help/getting-started/seo-scores,it,Italiano,"help.seo-scores.meta.title","Capire i Punteggi SEO - Guida Metriche Performance - Italia",en,OK,
https://www.aiseoturbo.com/id/help/getting-started/seo-scores,id,Bahasa Indonesia,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
https://www.aiseoturbo.com/fr/help/seo-tools-features,fr,Français,"SEO Tools Features - Complete Guide | AI SEO Turbo","Fonctionnalités Outils SEO - Guide Complet | AI SEO Turbo - France",en,OK,
https://www.aiseoturbo.com/de/help/seo-tools-features,de,Deutsch,"ERROR","ERROR",,ERROR,"""Navigation timeout of 30000 ms exceeded"""
