"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.aiseoturbo.com/features/seo-audit","text/html; charset=utf-8","200","OK","Indexable","","SEO Audit Feature - Comprehensive Analysis | AI SEO Turbo","57","524","Get detailed SEO audits with 47+ technical checks, AI-powered recommendations, and actionable insights to improve your website rankings.","136","886","SEO audit, technical SEO, website analysis, SEO recommendations","63","Comprehensive SEO Audit in Under 3 Minutes","42","Start Your Free SEO Audit","25","How It Works","12","index,follow","","","","https://www.aiseoturbo.com/features/seo-audit","","","","","","54808","12022","12022","4.685","","240","52","4.615","50.575","Fairly Hard","4.403","1","1","","74","58","0","98.310","17","15","0","3","3","0","","","","","f485c2555ee4997f2a17bd9e8115c1e2","0.716","","","","","en","1.1","","","","","","https://www.aiseoturbo.com/features/seo-audit","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/_next/static/css/82f9ff88efa5f23a.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.194","Mon, 20 Oct 2025 09:25:10 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/css/82f9ff88efa5f23a.css","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/case-studies","text/html; charset=utf-8","200","OK","Indexable","","SEO Success Stories & Case Studies | AI SEO Turbo","49","453","Explore real SEO success stories and case studies. See how businesses achieved significant traffic growth and ranking improvements using AI SEO Turbo.","150","974","SEO case studies, SEO success stories, SEO results, website optimization case studies","85","Success Stories","15","Real Results from Real Businesses","33","Ready to Join These Success Stories?","36","index,follow","","","","https://www.aiseoturbo.com/case-studies","","","","","","98937","15678","15678","6.109","","358","124","2.887","68.734","Normal","3.128","1","0","","67","58","0","98.310","26","21","0","3","3","0","","","","","415054cfb4d5df1d9885b3f94d0f5329","0.712","","","","","en","1.1","","","","","","https://www.aiseoturbo.com/case-studies","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-a3074665-3dfaf93ecb017078.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.162","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-a3074665-3dfaf93ecb017078.js","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/_next/static/chunks/app/not-found-0a4d98a6ee9396c0.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","330","330","330","0.129","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.164","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/app/not-found-0a4d98a6ee9396c0.js","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/_next/static/chunks/polyfills-42372ed130431b0a.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.330","Mon, 20 Oct 2025 09:48:12 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/polyfills-42372ed130431b0a.js","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/_next/static/chunks/main-app-9e931d66d8fef8d7.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","651","651","651","0.254","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.298","Mon, 20 Oct 2025 09:48:12 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/main-app-9e931d66d8fef8d7.js","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-c886345f-79e7469f368b5175.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.153","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-c886345f-79e7469f368b5175.js","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-3e98f686-e4d3a3594c5f78bb.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.160","Mon, 20 Oct 2025 09:25:10 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-3e98f686-e4d3a3594c5f78bb.js","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/features/site-crawler","text/html; charset=utf-8","200","OK","Indexable","","Site Crawler - Deep Website Analysis | AI SEO Turbo","51","453","Comprehensive website crawler that detects broken links, analyzes site structure, and identifies technical SEO issues for better search performance.","148","939","site crawler, website analysis, SEO crawler, broken links","57","Analyze Your Entire Website in Minutes","38","Start Your Website Crawl","24","What Gets Detected","18","index,follow","","","","https://www.aiseoturbo.com/features/site-crawler","","","","","","152925","21324","21324","8.310","","1150","345","3.333","54.703","Fairly Hard","8.128","1","1","","60","58","0","98.310","18","16","0","3","3","0","","","","","ee10bc570cda68f95410d50c24427318","0.571","","","","","en","1.1","","","","","","https://www.aiseoturbo.com/features/site-crawler","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/pricing","text/html; charset=utf-8","200","OK","Indexable","","SEO Audit Pricing - Free & Pro Plans | AI SEO Turbo","51","447","Choose the perfect SEO plan for your business. Free plan with analysis. Pro plans start at $29/month.","101","639","SEO audit pricing,SEO tools pricing,website audit cost,SEO analysis plans,digital marketing tools,SEO software pricing,competitor analysis pricing,keyword tracking plans","169","Choose Your SEO Success Plan","28","Starter","7","Professional","12","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://www.aiseoturbo.com/pricing","","","","","","88491","15294","15294","5.960","","522","119","4.387","53.441","Fairly Hard","6.182","1","0","","65","58","0","98.310","17","15","0","3","3","0","","","","","e6aa9f66cc4ab76ebdafe7e1acab12c2","0.374","","","","","en","1.1","","","","","","https://www.aiseoturbo.com/pricing","2025-10-20 11:48:12"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-f34e8ee2-f15161dbdec11769.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.240","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-f34e8ee2-f15161dbdec11769.js","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-e056501c-05d00b6d99de6e1b.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.155","Mon, 20 Oct 2025 09:25:10 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-e056501c-05d00b6d99de6e1b.js","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/image?url=%2Flogo.png&w=384&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","28140","28140","28140","10.966","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.162","Sun, 19 Oct 2025 11:13:48 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/image?url=%2Flogo.png&w=384&q=75","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-ad36c2bf-f631db254af50f98.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.155","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-ad36c2bf-f631db254af50f98.js","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-da1973cf-88faf3ea33ad61b5.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.159","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-da1973cf-88faf3ea33ad61b5.js","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-3ca39f10-1fd5c1c8531dee75.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.158","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-3ca39f10-1fd5c1c8531dee75.js","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/dashboard","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","Dashboard - AI SEO Turbo Control Center","39","360","Access your comprehensive SEO dashboard to monitor rankings, track keywords, analyze competitors, and optimize your website performance.","136","909","SEO dashboard,ranking monitor,keyword tracking,SEO analytics,website optimization","81","AI SEO Turbo Dashboard","22","SEO Overview","12","Keyword Tracking","16","noindex, nofollow","","","","https://www.aiseoturbo.com/dashboard","","","","","","52200","10772","10772","4.198","","57","18","3.167","31.452","Hard","1.421","1","0","","11","6","0","10.170","21","9","0","0","0","0","","","","","3bbf54f9778dd7e2d6a95cf42126a20b","0.515","","","","","en","1.1","","","","","","https://www.aiseoturbo.com/dashboard","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/static/chunks/common-3d16d816cf4a1c1f.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.154","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/common-3d16d816cf4a1c1f.js","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-dd9c1b17-348a551246d013ed.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.160","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-dd9c1b17-348a551246d013ed.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-9167b9d0-c99e35bac9da3151.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.157","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-9167b9d0-c99e35bac9da3151.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/blog","text/html; charset=utf-8","200","OK","Indexable","","SEO Blog - Tips & Strategies | AI SEO Turbo","43","378","Latest SEO tips, strategies, and best practices. Learn from expert insights on technical SEO, content optimization, and search engine algorithms.","145","910","SEO blog, SEO tips, SEO strategies, search engine optimization, SEO best practices","82","Expert SEO Insights","19","Complete SEO Audit Checklist: 47-Point Framework","48","Stay Updated with SEO Trends","28","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://www.aiseoturbo.com/blog","","","","","","63199","13178","13178","5.135","","325","90","3.611","74.057","Fairly Easy","5.013","1","0","","66","58","0","98.310","23","21","0","3","3","0","","","","","dbf98a3fcea35836fac55fb7b7d12f9d","0.510","","","","","en","1.1","","","","","","https://www.aiseoturbo.com/blog","2025-10-20 11:48:13"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-756b36c6-47f6fb78818e5754.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.166","Mon, 20 Oct 2025 09:25:10 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-756b36c6-47f6fb78818e5754.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-c195fe3e-af09c7d0f6ed375b.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.172","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-c195fe3e-af09c7d0f6ed375b.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-c5c0eb82-a3b15335fa2f96a6.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.305","Mon, 20 Oct 2025 09:48:14 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-c5c0eb82-a3b15335fa2f96a6.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-20f604cd-100e83487917fed0.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.229","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-20f604cd-100e83487917fed0.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/css/ce32d015d434cacd.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.172","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/css/ce32d015d434cacd.css","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/image?url=%2Flogo.png&w=640&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","40299","40299","40299","15.704","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.229","Sun, 19 Oct 2025 11:13:48 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/image?url=%2Flogo.png&w=640&q=75","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/webpack-a67c9c2e8237eb27.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.156","Mon, 20 Oct 2025 09:24:16 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/webpack-a67c9c2e8237eb27.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-8fb200c1-d622e6cb190be3c5.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.161","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-8fb200c1-d622e6cb190be3c5.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/terms","text/html; charset=utf-8","200","OK","Indexable","","Terms of Service - Legal Agreement | AI SEO Turbo","49","445","Read our terms of service and legal agreement for using AI SEO Turbo. Understand your rights and responsibilities when using our SEO audit tools.","145","923","terms of service, legal agreement, SEO terms, user agreement","60","Terms of Service","16","Terms of Service for AI-Powered SEO Tools","41","Service Level Agreements & Performance","38","index,follow","","","","https://www.aiseoturbo.com/terms","","","","","","49253","12470","12470","4.859","","773","126","6.135","40.820","Hard","12.339","1","0","","61","58","0","98.310","17","15","0","3","3","0","","","","","41d46af6a38f9d04f0dd197d9650f9a0","0.479","","","","","en","1.1","","","","","","https://www.aiseoturbo.com/terms","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-06cc3d7a-64f9374b36b5810a.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.160","Mon, 20 Oct 2025 07:27:45 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-06cc3d7a-64f9374b36b5810a.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/app/error-020f9e6def6186df.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.161","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/app/error-020f9e6def6186df.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-fa1f59cd-bf9f0f100960848b.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.161","Mon, 20 Oct 2025 09:25:10 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-fa1f59cd-bf9f0f100960848b.js","2025-10-20 11:48:14"
"https://www.aiseoturbo.com/_next/static/chunks/vendors-8d7ba70e-c02e19bd90889d17.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.164","Mon, 20 Oct 2025 07:27:44 GMT","","","","","1.1","","","","","","https://www.aiseoturbo.com/_next/static/chunks/vendors-8d7ba70e-c02e19bd90889d17.js","2025-10-20 11:48:15"
